name,version,variant,arch,os,filename,date,size,checksum,integrity
nginx,1.18.0,,aarch64,linux,nginx-1.18.0-aarch64-linux,2022-05-15T02:33:46Z,4000456,sha1:d627a221fc5cbe87ad577349be6e9629ba870a15,sha1-d627a221fc5cbe87ad577349be6e9629ba870a15
nginx,1.18.0,,armv7l,linux,nginx-1.18.0-armv7l-linux,2022-05-15T02:33:46Z,2827792,sha1:f7c5473b7e8cdb544315d36965619cb1fab97d45,sha1-f7c5473b7e8cdb544315d36965619cb1fab97d45
nginx,1.18.0,,ppc64le,linux,nginx-1.18.0-ppc64le-linux,2022-05-15T02:33:47Z,4599312,sha1:e994135af2868797ff2ca950d102dd49ed79db43,sha1-e994135af2868797ff2ca950d102dd49ed79db43
nginx,1.18.0,,x86_64,darwin,nginx-1.18.0-x86_64-darwin,2022-05-15T02:33:47Z,4266624,sha1:1fda9e37856896283f6281922a91d729015ddf3c,sha1-1fda9e37856896283f6281922a91d729015ddf3c
nginx,1.18.0,,x86_64,linux,nginx-1.18.0-x86_64-linux,2022-05-15T02:33:47Z,4287688,sha1:319624c5600f37bc7cf18f94abab0ff223ca6364,sha1-319624c5600f37bc7cf18f94abab0ff223ca6364
nginx,1.18.0,,x86_64,win32,nginx-1.18.0-x86_64-win32.exe,2022-05-08T02:26:02Z,3051008,sha1:40c4be6b915892e8fa8300dc07cb3348fd878e3d,sha1-40c4be6b915892e8fa8300dc07cb3348fd878e3d
nginx,1.19.10,,aarch64,linux,nginx-1.19.10-aarch64-linux,2021-05-05T17:25:36Z,4762128,sha1:814a4cdf8a0e33a9def40a6ea4b23c11028817a0,sha1-814a4cdf8a0e33a9def40a6ea4b23c11028817a0
nginx,1.19.10,,armv7l,linux,nginx-1.19.10-armv7l-linux,2021-05-05T17:25:36Z,3215888,sha1:a2cfa558dfcbebe583416c82b4c0a910fa1849d6,sha1-a2cfa558dfcbebe583416c82b4c0a910fa1849d6
nginx,1.19.10,,ppc64le,linux,nginx-1.19.10-ppc64le-linux,2021-05-05T17:25:36Z,5328072,sha1:ea66c3f0b70031cf328cdc06d0997895d43d9f6e,sha1-ea66c3f0b70031cf328cdc06d0997895d43d9f6e
nginx,1.19.10,,x86_64,darwin,nginx-1.19.10-x86_64-darwin,2021-05-05T17:25:37Z,4216728,sha1:ac45ca5d3e32acbd38431b4ba36a5c97e4eab224,sha1-ac45ca5d3e32acbd38431b4ba36a5c97e4eab224
nginx,1.19.10,,x86_64,linux,nginx-1.19.10-x86_64-linux,2021-05-05T17:25:38Z,5046744,sha1:4c0a54d0a43283189339dbfe26a88358c7648a90,sha1-4c0a54d0a43283189339dbfe26a88358c7648a90
nginx,1.19.10,,x86_64,win32,nginx-1.19.10-x86_64-win32.exe,2021-06-13T01:23:49Z,3048448,sha1:5e924cff21867f29cf90c5b8820c7862ef8ba39e,sha1-5e924cff21867f29cf90c5b8820c7862ef8ba39e
nginx,1.19.5,,aarch64,linux,nginx-1.19.5-aarch64-linux,2021-01-15T20:52:44Z,4739712,sha1:ca6edc9963a93843fdbdfe09dc3cdbc0bee8a58d,sha1-ca6edc9963a93843fdbdfe09dc3cdbc0bee8a58d
nginx,1.19.5,,armv7l,linux,nginx-1.19.5-armv7l-linux,2021-01-15T20:52:44Z,3202472,sha1:d46c913e08edecc814f02dd0008d03c9f8692c89,sha1-d46c913e08edecc814f02dd0008d03c9f8692c89
nginx,1.19.5,,ppc64le,linux,nginx-1.19.5-ppc64le-linux,2021-01-15T21:19:25Z,5326120,sha1:e3783f7a362b04120db676de4cf1c3204600aa6f,sha1-e3783f7a362b04120db676de4cf1c3204600aa6f
nginx,1.19.5,,x86_64,darwin,nginx-1.19.5-x86_64-darwin,2021-01-15T20:52:44Z,4200016,sha1:a9bec9e81b1552f73a014092a663d1316bb80a24,sha1-a9bec9e81b1552f73a014092a663d1316bb80a24
nginx,1.19.5,,x86_64,linux,nginx-1.19.5-x86_64-linux,2021-01-15T20:52:44Z,5020312,sha1:d4495790bb2afc60b8f9eae073aaa50b19209bf8,sha1-d4495790bb2afc60b8f9eae073aaa50b19209bf8
nginx,1.19.5,,x86_64,win32,nginx-1.19.5-x86_64-win32.exe,2021-01-15T21:19:25Z,3045376,sha1:3961d69b7481331ca32a2819adb5871257482bde,sha1-3961d69b7481331ca32a2819adb5871257482bde
nginx,1.19.6,,aarch64,linux,nginx-1.19.6-aarch64-linux,2021-01-15T22:04:11Z,4739712,sha1:f0ccf43818edf2a0b14f6cc495956abe27e72581,sha1-f0ccf43818edf2a0b14f6cc495956abe27e72581
nginx,1.19.6,,armv7l,linux,nginx-1.19.6-armv7l-linux,2021-01-15T22:04:11Z,3202472,sha1:3423892f4a6e65584088d548f01b653a1966d0d8,sha1-3423892f4a6e65584088d548f01b653a1966d0d8
nginx,1.19.6,,ppc64le,linux,nginx-1.19.6-ppc64le-linux,2021-01-15T22:04:11Z,5326120,sha1:607a680bc3a970f5badba413d5087970ad8d46c3,sha1-607a680bc3a970f5badba413d5087970ad8d46c3
nginx,1.19.6,,x86_64,darwin,nginx-1.19.6-x86_64-darwin,2021-01-31T01:20:12Z,4200016,sha1:4ca7bdce69e914beba6359516454cd3ea3dfca62,sha1-4ca7bdce69e914beba6359516454cd3ea3dfca62
nginx,1.19.6,,x86_64,linux,nginx-1.19.6-x86_64-linux,2021-01-15T22:04:11Z,5020312,sha1:2ec5aadb3fcbe4c5ded7bbe067a5758c4a36aa0e,sha1-2ec5aadb3fcbe4c5ded7bbe067a5758c4a36aa0e
nginx,1.19.6,,x86_64,win32,nginx-1.19.6-x86_64-win32.exe,2021-02-14T01:09:25Z,3045888,sha1:68320b962b27b6a06e62305a89ab95e5719b01fe,sha1-68320b962b27b6a06e62305a89ab95e5719b01fe
nginx,1.19.7,,aarch64,linux,nginx-1.19.7-aarch64-linux,2021-02-18T12:23:52Z,4757488,sha1:0e7d4996c3588887af3a14603ff67cd2d574f5a3,sha1-0e7d4996c3588887af3a14603ff67cd2d574f5a3
nginx,1.19.7,,armv7l,linux,nginx-1.19.7-armv7l-linux,2021-02-18T12:23:52Z,3211504,sha1:d6172d781cb3c6d11fa8f4d286b322dc87edbd34,sha1-d6172d781cb3c6d11fa8f4d286b322dc87edbd34
nginx,1.19.7,,ppc64le,linux,nginx-1.19.7-ppc64le-linux,2021-02-18T12:23:52Z,5327528,sha1:9a2064e20b4efa2b3e2c4f75376e246f96f2fbd0,sha1-9a2064e20b4efa2b3e2c4f75376e246f96f2fbd0
nginx,1.19.7,,x86_64,darwin,nginx-1.19.7-x86_64-darwin,2021-03-03T21:29:34Z,4216680,sha1:0e28e249b307fa797c8946212adb9426a0e1b836,sha1-0e28e249b307fa797c8946212adb9426a0e1b836
nginx,1.19.7,,x86_64,linux,nginx-1.19.7-x86_64-linux,2021-02-18T12:23:52Z,5042104,sha1:f54da5caa0a5956f0c13e6a31abee25606c56717,sha1-f54da5caa0a5956f0c13e6a31abee25606c56717
nginx,1.19.7,,x86_64,win32,nginx-1.19.7-x86_64-win32.exe,2021-03-07T01:14:50Z,3046400,sha1:4725137c4d92727ac0555f48ada4dd6b7ad407e8,sha1-4725137c4d92727ac0555f48ada4dd6b7ad407e8
nginx,1.19.8,,aarch64,linux,nginx-1.19.8-aarch64-linux,2021-03-28T00:43:27Z,4761904,sha1:6c5131406e702e4f64ca565adc740b8c24010064,sha1-6c5131406e702e4f64ca565adc740b8c24010064
nginx,1.19.8,,armv7l,linux,nginx-1.19.8-armv7l-linux,2021-03-28T00:43:27Z,3215776,sha1:ca076c272608a22fbb60eb496ef5b8f16630e211,sha1-ca076c272608a22fbb60eb496ef5b8f16630e211
nginx,1.19.8,,ppc64le,linux,nginx-1.19.8-ppc64le-linux,2021-03-28T00:43:27Z,5327848,sha1:755af0df58341a01f59643666c524b1fbcd10261,sha1-755af0df58341a01f59643666c524b1fbcd10261
nginx,1.19.8,,x86_64,darwin,nginx-1.19.8-x86_64-darwin,2021-03-10T22:14:51Z,4216704,sha1:3ed5dae29628c28a3bf45783938ce9f908532eaa,sha1-3ed5dae29628c28a3bf45783938ce9f908532eaa
nginx,1.19.8,,x86_64,linux,nginx-1.19.8-x86_64-linux,2021-03-28T00:43:28Z,5042424,sha1:475bab85cdcf1c6b9e8b2a5c74aab92e8c721c75,sha1-475bab85cdcf1c6b9e8b2a5c74aab92e8c721c75
nginx,1.19.8,,x86_64,win32,nginx-1.19.8-x86_64-win32.exe,2021-03-28T00:43:28Z,3047424,sha1:baf8a0cf40eac158be40aa94f5df6f456f2caa04,sha1-baf8a0cf40eac158be40aa94f5df6f456f2caa04
nginx,1.19.9,,aarch64,linux,nginx-1.19.9-aarch64-linux,2021-04-02T14:52:11Z,4761960,sha1:d7e79f0c8b7a173e2e9c815385d330c8ba86ce53,sha1-d7e79f0c8b7a173e2e9c815385d330c8ba86ce53
nginx,1.19.9,,armv7l,linux,nginx-1.19.9-armv7l-linux,2021-04-02T14:52:11Z,3215800,sha1:7fbb35214a91ea54a6b3f8bd6f5d0d95bda4ad92,sha1-7fbb35214a91ea54a6b3f8bd6f5d0d95bda4ad92
nginx,1.19.9,,ppc64le,linux,nginx-1.19.9-ppc64le-linux,2021-04-02T14:52:11Z,5327904,sha1:bdc9deeec08b01392a20ab10378f6fbfb4729427,sha1-bdc9deeec08b01392a20ab10378f6fbfb4729427
nginx,1.19.9,,x86_64,darwin,nginx-1.19.9-x86_64-darwin,2021-04-02T14:52:12Z,4216712,sha1:2b5ddc2439f62eac448ddc9c3a39b388c6525512,sha1-2b5ddc2439f62eac448ddc9c3a39b388c6525512
nginx,1.19.9,,x86_64,linux,nginx-1.19.9-x86_64-linux,2021-04-02T14:52:12Z,5046584,sha1:328feb3f90a4bbb73a0c702102b983e3817f36d0,sha1-328feb3f90a4bbb73a0c702102b983e3817f36d0
nginx,1.19.9,,x86_64,win32,nginx-1.19.9-x86_64-win32.exe,2021-04-11T00:43:45Z,3047424,sha1:f5855d0aeaa74c30571633af729bc1d231ca22e1,sha1-f5855d0aeaa74c30571633af729bc1d231ca22e1
nginx,1.20.0,,aarch64,linux,nginx-1.20.0-aarch64-linux,2021-05-05T17:25:38Z,4762128,sha1:b2763118c787b891d2f8aa1f135ee441430a2cd0,sha1-b2763118c787b891d2f8aa1f135ee441430a2cd0
nginx,1.20.0,,armv7l,linux,nginx-1.20.0-armv7l-linux,2021-05-05T17:25:38Z,3215888,sha1:bbed8adcf446a12aeb2e3ecde3956915e2f181fe,sha1-bbed8adcf446a12aeb2e3ecde3956915e2f181fe
nginx,1.20.0,,ppc64le,linux,nginx-1.20.0-ppc64le-linux,2021-05-05T17:25:39Z,5328072,sha1:1fd4434014f73f10e0e5424b2e22da7ea63725df,sha1-1fd4434014f73f10e0e5424b2e22da7ea63725df
nginx,1.20.0,,x86_64,darwin,nginx-1.20.0-x86_64-darwin,2021-05-05T17:25:39Z,4216728,sha1:280ba51c5c388e7c1777ce30479a5e6409a2e959,sha1-280ba51c5c388e7c1777ce30479a5e6409a2e959
nginx,1.20.0,,x86_64,linux,nginx-1.20.0-x86_64-linux,2021-05-05T17:25:40Z,5046744,sha1:86d4f3e042333d05d01feeb182c09270d6ae9cc2,sha1-86d4f3e042333d05d01feeb182c09270d6ae9cc2
nginx,1.20.0,,x86_64,win32,nginx-1.20.0-x86_64-win32.exe,2021-05-05T17:25:40Z,3048448,sha1:977d8d67dda0b10d1be7690f858b98bf839edab2,sha1-977d8d67dda0b10d1be7690f858b98bf839edab2
nginx,1.20.1,,aarch64,linux,nginx-1.20.1-aarch64-linux,2021-10-21T01:18:55Z,4015504,sha1:8e2ad3cad558cc264b1e86f3b45d7074da028616,sha1-8e2ad3cad558cc264b1e86f3b45d7074da028616
nginx,1.20.1,,armv7l,linux,nginx-1.20.1-armv7l-linux,2021-10-21T01:18:56Z,2846896,sha1:dad9c00419aadeb527de23ae54d91537626d7460,sha1-dad9c00419aadeb527de23ae54d91537626d7460
nginx,1.20.1,,ppc64le,linux,nginx-1.20.1-ppc64le-linux,2021-10-21T01:18:56Z,4597952,sha1:56ed6f04137800e6fe5f591eee51c81b31e2b44d,sha1-56ed6f04137800e6fe5f591eee51c81b31e2b44d
nginx,1.20.1,,x86_64,darwin,nginx-1.20.1-x86_64-darwin,2021-10-20T17:53:29Z,4282984,sha1:1785101c5fb6674b6c9c611be3cb3395d2a0f257,sha1-1785101c5fb6674b6c9c611be3cb3395d2a0f257
nginx,1.20.1,,x86_64,linux,nginx-1.20.1-x86_64-linux,2021-10-21T01:18:56Z,4300936,sha1:9d5d26c7cea53790ecdc179dddf452e28ca77312,sha1-9d5d26c7cea53790ecdc179dddf452e28ca77312
nginx,1.20.1,,x86_64,win32,nginx-1.20.1-x86_64-win32.exe,2021-09-12T01:29:30Z,3050496,sha1:b4cdbad7b64ddd8581a24e89b4d60dbe8fcbb83c,sha1-b4cdbad7b64ddd8581a24e89b4d60dbe8fcbb83c
nginx,1.20.2,,aarch64,linux,nginx-1.20.2-aarch64-linux,2022-11-20T02:29:13Z,4044976,sha1:6c4a89ac53a6d9875e42d4da883e187dd79613a6,sha1-6c4a89ac53a6d9875e42d4da883e187dd79613a6
nginx,1.20.2,,armv7l,linux,nginx-1.20.2-armv7l-linux,2022-11-20T02:29:13Z,2858376,sha1:827619ce00fa4a6f9df2a643caf3f35607fa1b42,sha1-827619ce00fa4a6f9df2a643caf3f35607fa1b42
nginx,1.20.2,,ppc64le,linux,nginx-1.20.2-ppc64le-linux,2022-11-20T02:29:13Z,4602840,sha1:d2a6acf2d8fa367a60fb1a1b893e37828a2b6e65,sha1-d2a6acf2d8fa367a60fb1a1b893e37828a2b6e65
nginx,1.20.2,,x86_64,darwin,nginx-1.20.2-x86_64-darwin,2023-01-22T02:08:46Z,5143704,sha1:5bd47881f15a1c01a948e036b77b96ab7bb8e6a0,sha1-5bd47881f15a1c01a948e036b77b96ab7bb8e6a0
nginx,1.20.2,,x86_64,linux,nginx-1.20.2-x86_64-linux,2022-11-20T02:29:13Z,4332424,sha1:19cbdbf37d986afeddeee8a4a521fd57b5466057,sha1-19cbdbf37d986afeddeee8a4a521fd57b5466057
nginx,1.20.2,,x86_64,win32,nginx-1.20.2-x86_64-win32.exe,2023-01-29T02:11:21Z,3041280,sha1:d9d61b577ddcfde1ec964a6c7323418573833615,sha1-d9d61b577ddcfde1ec964a6c7323418573833615
nginx,1.21.0,,aarch64,linux,nginx-1.21.0-aarch64-linux,2021-07-04T01:24:11Z,4775144,sha1:edf59ab1bd8726b12f0f13bead54ba9c17868d41,sha1-edf59ab1bd8726b12f0f13bead54ba9c17868d41
nginx,1.21.0,,armv7l,linux,nginx-1.21.0-armv7l-linux,2021-07-04T01:24:11Z,3224440,sha1:5563af48839e6d1d8757fcea16053465b0b7f983,sha1-5563af48839e6d1d8757fcea16053465b0b7f983
nginx,1.21.0,,ppc64le,linux,nginx-1.21.0-ppc64le-linux,2021-07-04T01:24:11Z,5328800,sha1:00f0b50b5950f734f88e6d30612d37adbf14a590,sha1-00f0b50b5950f734f88e6d30612d37adbf14a590
nginx,1.21.0,,x86_64,darwin,nginx-1.21.0-x86_64-darwin,2021-07-04T01:24:12Z,4233192,sha1:5b8daa926dc56312578d0be0f52c3212f5b4587c,sha1-5b8daa926dc56312578d0be0f52c3212f5b4587c
nginx,1.21.0,,x86_64,linux,nginx-1.21.0-x86_64-linux,2021-07-04T01:24:13Z,5059928,sha1:1c4f901df99ac79a26ba95ca34c079c814a3beec,sha1-1c4f901df99ac79a26ba95ca34c079c814a3beec
nginx,1.21.0,,x86_64,win32,nginx-1.21.0-x86_64-win32.exe,2021-06-15T17:01:10Z,3049472,sha1:f1e859ab5d89dfffd588fb10ac31537940f7b082,sha1-f1e859ab5d89dfffd588fb10ac31537940f7b082
nginx,1.21.1,,aarch64,linux,nginx-1.21.1-aarch64-linux,2021-08-29T01:23:02Z,4779240,sha1:dd9404dd54f65dbc904affa34966c1761e79253c,sha1-dd9404dd54f65dbc904affa34966c1761e79253c
nginx,1.21.1,,armv7l,linux,nginx-1.21.1-armv7l-linux,2021-08-29T01:23:02Z,3224440,sha1:6e05abb52a3ea58cd13490d4a97bf7448f86d379,sha1-6e05abb52a3ea58cd13490d4a97bf7448f86d379
nginx,1.21.1,,ppc64le,linux,nginx-1.21.1-ppc64le-linux,2021-08-29T01:23:02Z,5328800,sha1:959f5e5cc29bb01d69711beb7d35ee04e4438047,sha1-959f5e5cc29bb01d69711beb7d35ee04e4438047
nginx,1.21.1,,x86_64,darwin,nginx-1.21.1-x86_64-darwin,2021-07-11T01:27:30Z,4233192,sha1:039f1f61c7756ea893906fccd27ba549e06cca9c,sha1-039f1f61c7756ea893906fccd27ba549e06cca9c
nginx,1.21.1,,x86_64,linux,nginx-1.21.1-x86_64-linux,2021-08-29T01:23:02Z,5068120,sha1:207aaa63534b21b4fe70c30d18d997fc8affc167,sha1-207aaa63534b21b4fe70c30d18d997fc8affc167
nginx,1.21.1,,x86_64,win32,nginx-1.21.1-x86_64-win32.exe,2021-08-29T01:23:02Z,3049984,sha1:6c8a7e94e7b6ff423c17e793e234cd4e5f10079f,sha1-6c8a7e94e7b6ff423c17e793e234cd4e5f10079f
nginx,1.21.2,,aarch64,linux,nginx-1.21.2-aarch64-linux,2021-09-01T00:26:31Z,4799904,sha1:1bdc4e687e4cbe77baf84e8e186c191165ef54ad,sha1-1bdc4e687e4cbe77baf84e8e186c191165ef54ad
nginx,1.21.2,,armv7l,linux,nginx-1.21.2-armv7l-linux,2021-09-01T00:26:31Z,3245024,sha1:35b54c3d891216150449e6d389f1b87f60309d5d,sha1-35b54c3d891216150449e6d389f1b87f60309d5d
nginx,1.21.2,,ppc64le,linux,nginx-1.21.2-ppc64le-linux,2021-09-01T00:26:32Z,5394536,sha1:0781e70e6ae5106ff7f28abbf071678aa0a5ea63,sha1-0781e70e6ae5106ff7f28abbf071678aa0a5ea63
nginx,1.21.2,,x86_64,darwin,nginx-1.21.2-x86_64-darwin,2021-09-05T01:26:10Z,4249648,sha1:950cea2f641fbc48d0e24fc0b2e7295d9cb4f668,sha1-950cea2f641fbc48d0e24fc0b2e7295d9cb4f668
nginx,1.21.2,,x86_64,linux,nginx-1.21.2-x86_64-linux,2021-09-01T00:26:32Z,5088856,sha1:43333fb74ee29a06ef647b9b3c6a260813d3b8d9,sha1-43333fb74ee29a06ef647b9b3c6a260813d3b8d9
nginx,1.21.2,,x86_64,win32,nginx-1.21.2-x86_64-win32.exe,2021-09-01T00:26:32Z,3052032,sha1:d655c405c482931d4f30a40cb10146471451f8e8,sha1-d655c405c482931d4f30a40cb10146471451f8e8
nginx,1.21.3,,aarch64,linux,nginx-1.21.3-aarch64-linux,2021-10-21T01:18:56Z,4019600,sha1:6a27959e6ab417e4e555c1d10845bf87f6b08280,sha1-6a27959e6ab417e4e555c1d10845bf87f6b08280
nginx,1.21.3,,armv7l,linux,nginx-1.21.3-armv7l-linux,2021-10-21T01:18:56Z,2846896,sha1:6068424e4930ebf8ef7896969d54b0f81e0d1e44,sha1-6068424e4930ebf8ef7896969d54b0f81e0d1e44
nginx,1.21.3,,ppc64le,linux,nginx-1.21.3-ppc64le-linux,2021-10-21T01:18:57Z,4597952,sha1:011cc33f47c66edf19a04b2b16ae1dae529e1135,sha1-011cc33f47c66edf19a04b2b16ae1dae529e1135
nginx,1.21.3,,x86_64,darwin,nginx-1.21.3-x86_64-darwin,2021-10-20T17:53:30Z,4282760,sha1:0870b274b6313436490cb5c9020706920f38c48d,sha1-0870b274b6313436490cb5c9020706920f38c48d
nginx,1.21.3,,x86_64,linux,nginx-1.21.3-x86_64-linux,2021-10-21T01:18:57Z,4305032,sha1:a77ad47f71f8aafc0961f3342990a8ba59c09bff,sha1-a77ad47f71f8aafc0961f3342990a8ba59c09bff
nginx,1.21.3,,x86_64,win32,nginx-1.21.3-x86_64-win32.exe,2021-09-12T01:29:30Z,3052544,sha1:ac587764e061738e7e3532f3f0a36f09c4d2755a,sha1-ac587764e061738e7e3532f3f0a36f09c4d2755a
nginx,1.21.4,,aarch64,linux,nginx-1.21.4-aarch64-linux,2021-11-28T23:08:01Z,4019656,sha1:306cf883493e98ee1cc81ebee333b7729f68a5ac,sha1-306cf883493e98ee1cc81ebee333b7729f68a5ac
nginx,1.21.4,,armv7l,linux,nginx-1.21.4-armv7l-linux,2021-11-28T23:08:02Z,2846928,sha1:49a871b6f7270ceec25d1db7a4eba62ad5586207,sha1-49a871b6f7270ceec25d1db7a4eba62ad5586207
nginx,1.21.4,,ppc64le,linux,nginx-1.21.4-ppc64le-linux,2021-11-28T23:08:02Z,4598008,sha1:84f865cd511423941448811ab75c3503938869af,sha1-84f865cd511423941448811ab75c3503938869af
nginx,1.21.4,,x86_64,darwin,nginx-1.21.4-x86_64-darwin,2021-12-28T11:01:53Z,5111760,sha1:f49399823317d47353cf4f822bafcc6cca57430a,sha1-f49399823317d47353cf4f822bafcc6cca57430a
nginx,1.21.4,,x86_64,linux,nginx-1.21.4-x86_64-linux,2021-11-28T23:08:03Z,4305096,sha1:7a11dba401997e690adf253996bb7e6637ad92bb,sha1-7a11dba401997e690adf253996bb7e6637ad92bb
nginx,1.21.4,,x86_64,win32,nginx-1.21.4-x86_64-win32.exe,2021-12-19T01:39:16Z,3051008,sha1:4ad711b85069a0d49d65e64e1cd8b4400c020437,sha1-4ad711b85069a0d49d65e64e1cd8b4400c020437
nginx,1.21.5,,aarch64,linux,nginx-1.21.5-aarch64-linux,2021-12-30T00:19:01Z,4020416,sha1:12d4fd2bb7bd5962e865d4479d0f6c9b0969bafe,sha1-12d4fd2bb7bd5962e865d4479d0f6c9b0969bafe
nginx,1.21.5,,armv7l,linux,nginx-1.21.5-armv7l-linux,2021-12-30T00:19:01Z,2845944,sha1:dac08a61f309717a9df89503776f9a5e19e07c79,sha1-dac08a61f309717a9df89503776f9a5e19e07c79
nginx,1.21.5,,ppc64le,linux,nginx-1.21.5-ppc64le-linux,2021-12-30T00:19:01Z,4602928,sha1:58ef830b50f84c73876607c7f992e73c1b1b09b5,sha1-58ef830b50f84c73876607c7f992e73c1b1b09b5
nginx,1.21.5,,x86_64,darwin,nginx-1.21.5-x86_64-darwin,2022-01-16T01:46:24Z,3889832,sha1:3129e9176bfc54c37a22d7aa06d08d74410baa95,sha1-3129e9176bfc54c37a22d7aa06d08d74410baa95
nginx,1.21.5,,x86_64,linux,nginx-1.21.5-x86_64-linux,2021-12-30T00:19:02Z,4300552,sha1:87c85cff5d51be2880daf9b7a83641bbcf639625,sha1-87c85cff5d51be2880daf9b7a83641bbcf639625
nginx,1.21.5,,x86_64,win32,nginx-1.21.5-x86_64-win32.exe,2022-01-23T01:33:46Z,3051520,sha1:3f48a8e0c112c4b066c0bcba12e4c4d6cdf01d66,sha1-3f48a8e0c112c4b066c0bcba12e4c4d6cdf01d66
nginx,1.21.6,,aarch64,linux,nginx-1.21.6-aarch64-linux,2022-11-20T02:29:14Z,4049184,sha1:e6077241cdd59166fb3f1c6bf7b833b0b9afe927,sha1-e6077241cdd59166fb3f1c6bf7b833b0b9afe927
nginx,1.21.6,,armv7l,linux,nginx-1.21.6-armv7l-linux,2022-11-20T02:29:14Z,2858432,sha1:36dc9c81ea9d46fdf80f3a321b110d4a75e4df10,sha1-36dc9c81ea9d46fdf80f3a321b110d4a75e4df10
nginx,1.21.6,,ppc64le,linux,nginx-1.21.6-ppc64le-linux,2022-11-20T02:29:14Z,4602952,sha1:8cf04bd96ff7a2e11c61e5b048fa649232eb1a81,sha1-8cf04bd96ff7a2e11c61e5b048fa649232eb1a81
nginx,1.21.6,,x86_64,darwin,nginx-1.21.6-x86_64-darwin,2023-01-22T02:08:49Z,4733984,sha1:fe99374a5dc837963afcf71caa349182323202ce,sha1-fe99374a5dc837963afcf71caa349182323202ce
