name,version,variant,arch,os,filename,date,size,checksum,integrity
nginx,1.21.6,,x86_64,linux,nginx-1.21.6-x86_64-linux,2022-11-20T02:29:14Z,4332520,sha1:5bb39b33d8a2ba4c346f019aaf2fe58fce38e416,sha1-5bb39b33d8a2ba4c346f019aaf2fe58fce38e416
nginx,1.21.6,,x86_64,win32,nginx-1.21.6-x86_64-win32.exe,2023-01-29T02:11:23Z,3044864,sha1:23d666ea8b620999f07bbdb7d06e887d718bb4c7,sha1-23d666ea8b620999f07bbdb7d06e887d718bb4c7
nginx,1.22.0,,aarch64,linux,nginx-1.22.0-aarch64-linux,2022-09-04T02:53:22Z,4036728,sha1:2cccf9a5cc502bc50eabb3eaedfb9c8e54f02347,sha1-2cccf9a5cc502bc50eabb3eaedfb9c8e54f02347
nginx,1.22.0,,armv7l,linux,nginx-1.22.0-armv7l-linux,2022-09-04T02:53:22Z,2854280,sha1:e0b5c1df166b23eeeeb3a911a679afcc830f3885,sha1-e0b5c1df166b23eeeeb3a911a679afcc830f3885
nginx,1.22.0,,ppc64le,linux,nginx-1.22.0-ppc64le-linux,2022-09-04T02:53:22Z,4602816,sha1:2be349f519b703eac03e02617baf31fa40f7ddb3,sha1-2be349f519b703eac03e02617baf31fa40f7ddb3
nginx,1.22.0,,x86_64,darwin,nginx-1.22.0-x86_64-darwin,2022-09-04T02:53:22Z,3906664,sha1:9f0d82f909af40e86d523110b5ae033f50c2dd11,sha1-9f0d82f909af40e86d523110b5ae033f50c2dd11
nginx,1.22.0,,x86_64,linux,nginx-1.22.0-x86_64-linux,2022-09-04T02:53:22Z,4324104,sha1:569cbd8c32ec6826562183e80730e2fc5e31be9a,sha1-569cbd8c32ec6826562183e80730e2fc5e31be9a
nginx,1.22.0,,x86_64,win32,nginx-1.22.0-x86_64-win32.exe,2022-10-16T03:10:04Z,3045376,sha1:4c914d732bfa44c35f5c2ebeeb4f53d3c39bf9ff,sha1-4c914d732bfa44c35f5c2ebeeb4f53d3c39bf9ff
nginx,1.22.1,,aarch64,linux,nginx-1.22.1-aarch64-linux,2023-05-24T09:12:39Z,5200824,sha1:ad7a0c37a9a46273b1b812f7dc40b31668c4f15d
nginx,1.22.1,,armv7l,linux,nginx-1.22.1-armv7l-linux,2022-11-20T02:29:15Z,2858432,sha1:b6285a41b158b549440186ee65cb73c2bea0cc08,sha1-b6285a41b158b549440186ee65cb73c2bea0cc08
nginx,1.22.1,,ppc64le,linux,nginx-1.22.1-ppc64le-linux,2023-05-24T09:12:39Z,5922408,sha1:b035bc804bb1adb8f014ca4279ae8af76789eea4
nginx,1.22.1,,x86_64,darwin,nginx-1.22.1-x86_64-darwin,2023-05-24T09:12:40Z,5576544,sha1:2e41d6385fd917fd856379442483ec47e80a0b45
nginx,1.22.1,,x86_64,linux,nginx-1.22.1-x86_64-linux,2023-05-24T09:12:40Z,6096680,sha1:be6e8582c9aeeabce499a270376e312b907ed880
nginx,1.22.1,,x86_64,win32,nginx-1.22.1-x86_64-win32.exe,2023-05-28T02:05:15Z,3035136,sha1:f9fa02e4aff4fe76b40d8768ee02ca5f91515182
nginx,1.23.4,,aarch64,linux,nginx-1.23.4-aarch64-linux,2023-05-24T09:12:41Z,5266680,sha1:dadb7785a391cd7331e63a47684ec840a5694f09
nginx,1.23.4,,ppc64le,linux,nginx-1.23.4-ppc64le-linux,2023-05-24T09:12:42Z,5922728,sha1:a9f97b50b6de391b96ae4a51d93179933a997b6d
nginx,1.23.4,,x86_64,darwin,nginx-1.23.4-x86_64-darwin,2023-05-24T09:12:42Z,5576608,sha1:ca7f6c6996b0196c4e651b4cb4bf6117d16b3494
nginx,1.23.4,,x86_64,linux,nginx-1.23.4-x86_64-linux,2023-05-24T09:12:43Z,6101096,sha1:83fe0ac3d72e2b32ee3527e4794fbfb7a9e16300
nginx,1.23.4,,x86_64,win32,nginx-1.23.4-x86_64-win32.exe,2023-05-19T11:55:15Z,3042816,sha1:cef2b18ec12c5f162a4e0c61c976fa574f378203,sha1-cef2b18ec12c5f162a4e0c61c976fa574f378203
nginx,1.24.0,,aarch64,linux,nginx-1.24.0-aarch64-linux,2023-05-24T09:12:44Z,5266680,sha1:a0ed8eb4cc7c4a94fc2a8765214b70543c4eb108
nginx,1.24.0,,ppc64le,linux,nginx-1.24.0-ppc64le-linux,2023-05-24T09:12:45Z,5922728,sha1:3a4d4beac2d469289305bffe63d84531e5ba94c0
nginx,1.24.0,,x86_64,darwin,nginx-1.24.0-x86_64-darwin,2023-05-24T09:12:45Z,5576608,sha1:48ab51781be814a19e64e1e919c88608ab4185de
nginx,1.24.0,,x86_64,linux,nginx-1.24.0-x86_64-linux,2023-05-24T09:12:46Z,6101096,sha1:0e1fc393773a002aef6756b8e9c9bb7fffff15d4
nginx,1.24.0,,x86_64,win32,nginx-1.24.0-x86_64-win32.exe,2023-05-28T02:05:18Z,3030528,sha1:237c70f9ebeab3d21610b7ffe4304bc15f7fdb77
nginx,1.25.0,,aarch64,linux,nginx-1.25.0-aarch64-linux,2023-05-24T09:46:20Z,5266680,sha1:6c7574547f23a84963743f8b987a9c65fb673976
nginx,1.25.0,,ppc64le,linux,nginx-1.25.0-ppc64le-linux,2023-05-24T09:46:21Z,5922728,sha1:30bff4623dc05a2d42474b470fc1b24b971d10cf
nginx,1.25.0,,x86_64,darwin,nginx-1.25.0-x86_64-darwin,2023-05-24T09:46:21Z,5593216,sha1:a3c1dac253ac558306f4675f27d40d7bef7136a7
nginx,1.25.0,,x86_64,linux,nginx-1.25.0-x86_64-linux,2023-05-24T09:46:21Z,6101096,sha1:10ac7b7a911df21e039911665f2787a7d65380b1
nginx,1.25.0,,x86_64,win32,nginx-1.25.0-x86_64-win32.exe,2023-05-28T02:05:20Z,3031040,sha1:16ea6df3d8d0424b80fbfe4993b33e91ec03ada1
njs,0.5.0,,aarch64,linux,njs-0.5.0-aarch64-linux,2021-01-15T20:52:44Z,1295280,sha1:4f0cd0caf24e2205094294924efd6498f335debf,sha1-4f0cd0caf24e2205094294924efd6498f335debf
njs,0.5.0,,armv7l,linux,njs-0.5.0-armv7l-linux,2021-01-15T20:52:44Z,925572,sha1:fe01510b6d1140ef8b2ef5e458bed00e2d8c0548,sha1-fe01510b6d1140ef8b2ef5e458bed00e2d8c0548
njs,0.5.0,debug,aarch64,linux,njs-0.5.0-debug-aarch64-linux,2021-01-15T20:52:44Z,5707264,sha1:ba7a86c9da2549234ebea5226e15d7d021a5f62f,sha1-ba7a86c9da2549234ebea5226e15d7d021a5f62f
njs,0.5.0,debug,armv7l,linux,njs-0.5.0-debug-armv7l-linux,2021-01-15T20:52:45Z,4672600,sha1:5605990803a2620f2eae5b5729a0d6a40f9c0544,sha1-5605990803a2620f2eae5b5729a0d6a40f9c0544
njs,0.5.0,debug,ppc64le,linux,njs-0.5.0-debug-ppc64le-linux,2021-01-15T20:52:45Z,5841488,sha1:cdd9d94591a6d4dfd379ef7d0d9468514a45e785,sha1-cdd9d94591a6d4dfd379ef7d0d9468514a45e785
njs,0.5.0,debug,x86_64,darwin,njs-0.5.0-debug-x86_64-darwin,2021-02-14T01:09:25Z,1449600,sha1:3ec605655cd5f1faa91cd0198dfdff0878d30db1,sha1-3ec605655cd5f1faa91cd0198dfdff0878d30db1
njs,0.5.0,debug,x86_64,linux,njs-0.5.0-debug-x86_64-linux,2021-01-15T20:52:45Z,5495976,sha1:dbee7f7b06f6bdf71994f86315f6a44a898fd012,sha1-dbee7f7b06f6bdf71994f86315f6a44a898fd012
njs,0.5.0,,ppc64le,linux,njs-0.5.0-ppc64le-linux,2021-01-15T20:52:45Z,1480048,sha1:2a235f58e026db0f2d0c843ccc47a0af870d4fe1,sha1-2a235f58e026db0f2d0c843ccc47a0af870d4fe1
njs,0.5.0,,x86_64,darwin,njs-0.5.0-x86_64-darwin,2021-01-31T01:20:14Z,1204608,sha1:d35be91f459c51b431974b1340a2d9b7cc9547fa,sha1-d35be91f459c51b431974b1340a2d9b7cc9547fa
njs,0.5.0,,x86_64,linux,njs-0.5.0-x86_64-linux,2021-01-15T20:52:45Z,1305040,sha1:7336b675b26bd67fdda3db18c66fa7f64691e280,sha1-7336b675b26bd67fdda3db18c66fa7f64691e280
njs,0.5.1,,aarch64,linux,njs-0.5.1-aarch64-linux,2021-02-18T12:23:52Z,1295280,sha1:2b36cf39c63c8f3bc296c66e4f76e51405acddf0,sha1-2b36cf39c63c8f3bc296c66e4f76e51405acddf0
njs,0.5.1,,armv7l,linux,njs-0.5.1-armv7l-linux,2021-02-18T12:23:53Z,925572,sha1:087d4c0d8a37c370c15aec08dd6b11ee34477d9e,sha1-087d4c0d8a37c370c15aec08dd6b11ee34477d9e
njs,0.5.1,debug,aarch64,linux,njs-0.5.1-debug-aarch64-linux,2021-02-18T12:23:53Z,5710416,sha1:511a1f198839b4313658ffd8b3652f76d750a712,sha1-511a1f198839b4313658ffd8b3652f76d750a712
njs,0.5.1,debug,armv7l,linux,njs-0.5.1-debug-armv7l-linux,2021-02-18T12:23:53Z,4675872,sha1:1ed22777c5fbc02895336701778250d2368d34fd,sha1-1ed22777c5fbc02895336701778250d2368d34fd
njs,0.5.1,debug,ppc64le,linux,njs-0.5.1-debug-ppc64le-linux,2021-02-18T12:23:53Z,5844368,sha1:a5ea594899a3077281a4eefa13520747daad53f4,sha1-a5ea594899a3077281a4eefa13520747daad53f4
njs,0.5.1,debug,x86_64,darwin,njs-0.5.1-debug-x86_64-darwin,2021-03-07T01:14:51Z,1450256,sha1:af16aef8f0d6635ee84ac177c39a26755f6de777,sha1-af16aef8f0d6635ee84ac177c39a26755f6de777
njs,0.5.1,debug,x86_64,linux,njs-0.5.1-debug-x86_64-linux,2021-02-18T12:23:53Z,5498168,sha1:14827a9c1cf6a0e49457bad4e359b2a00d976237,sha1-14827a9c1cf6a0e49457bad4e359b2a00d976237
njs,0.5.1,,ppc64le,linux,njs-0.5.1-ppc64le-linux,2021-02-18T12:23:53Z,1480048,sha1:0b57333c2f7b05a6085c3ea37fa3caff641966f3,sha1-0b57333c2f7b05a6085c3ea37fa3caff641966f3
njs,0.5.1,,x86_64,darwin,njs-0.5.1-x86_64-darwin,2021-03-03T21:29:35Z,1204736,sha1:d900ad81485bff3ef0b1f56e1edf588981dd68f9,sha1-d900ad81485bff3ef0b1f56e1edf588981dd68f9
njs,0.5.1,,x86_64,linux,njs-0.5.1-x86_64-linux,2021-02-18T12:23:54Z,1305040,sha1:490b1998325c7968d3e840874563cd133e084728,sha1-490b1998325c7968d3e840874563cd133e084728
njs,0.5.2,,aarch64,linux,njs-0.5.2-aarch64-linux,2021-03-10T22:14:51Z,1295352,sha1:755eac6ab99da5fa6ff39c9055133e144f55eea3,sha1-755eac6ab99da5fa6ff39c9055133e144f55eea3
njs,0.5.2,,armv7l,linux,njs-0.5.2-armv7l-linux,2021-03-10T22:14:51Z,925604,sha1:ad76cad938b6dc5ce93c898f63ec330d086f5c41,sha1-ad76cad938b6dc5ce93c898f63ec330d086f5c41
njs,0.5.2,debug,aarch64,linux,njs-0.5.2-debug-aarch64-linux,2021-03-10T22:14:51Z,5580872,sha1:14a7fcfc62110d14adf241767de067252a8b2b80,sha1-14a7fcfc62110d14adf241767de067252a8b2b80
njs,0.5.2,debug,armv7l,linux,njs-0.5.2-debug-armv7l-linux,2021-03-10T22:14:52Z,4545408,sha1:5b0db4a0a6b9866ad6b320449092f83a099028df,sha1-5b0db4a0a6b9866ad6b320449092f83a099028df
njs,0.5.2,debug,ppc64le,linux,njs-0.5.2-debug-ppc64le-linux,2021-03-10T22:14:52Z,5715144,sha1:dfd053f06dbabf7c074c94ff7ba0d652ce54b00e,sha1-dfd053f06dbabf7c074c94ff7ba0d652ce54b00e
njs,0.5.2,debug,x86_64,darwin,njs-0.5.2-debug-x86_64-darwin,2021-03-28T00:43:28Z,1450352,sha1:f149e2f5295669721ee244e923f8145f15457918,sha1-f149e2f5295669721ee244e923f8145f15457918
njs,0.5.2,debug,x86_64,linux,njs-0.5.2-debug-x86_64-linux,2021-03-10T22:14:52Z,5368768,sha1:8199ae4c8dcab586ed892f18691520e6c339db9a,sha1-8199ae4c8dcab586ed892f18691520e6c339db9a
njs,0.5.2,,ppc64le,linux,njs-0.5.2-ppc64le-linux,2021-03-10T22:14:52Z,1480120,sha1:e5fe957dcfd90919b8a38a36e5457c675cb226b1,sha1-e5fe957dcfd90919b8a38a36e5457c675cb226b1
njs,0.5.2,,x86_64,darwin,njs-0.5.2-x86_64-darwin,2021-03-10T22:14:52Z,1204736,sha1:da6cf853b45d5a5648b834687c5fa620b159d8da,sha1-da6cf853b45d5a5648b834687c5fa620b159d8da
njs,0.5.2,,x86_64,linux,njs-0.5.2-x86_64-linux,2021-03-10T22:14:52Z,1305136,sha1:52e219d711c2192248818307f08539394dce30fe,sha1-52e219d711c2192248818307f08539394dce30fe
njs,0.5.3,,aarch64,linux,njs-0.5.3-aarch64-linux,2021-04-02T14:52:12Z,1295352,sha1:7accebec53d97d4ec8f4c57dc69c94d97e977008,sha1-7accebec53d97d4ec8f4c57dc69c94d97e977008
njs,0.5.3,,armv7l,linux,njs-0.5.3-armv7l-linux,2021-04-02T14:52:12Z,925604,sha1:39533b4b4b4aa5505e85163ddc604e0f93af8721,sha1-39533b4b4b4aa5505e85163ddc604e0f93af8721
njs,0.5.3,debug,aarch64,linux,njs-0.5.3-debug-aarch64-linux,2021-04-02T14:52:12Z,5580872,sha1:268df8732750c5fc452063b77dac9b30389e8e6d,sha1-268df8732750c5fc452063b77dac9b30389e8e6d
njs,0.5.3,debug,armv7l,linux,njs-0.5.3-debug-armv7l-linux,2021-04-02T14:52:12Z,4545408,sha1:7a7a9ad8b87ba43b0ca38289502f60220d0d30fc,sha1-7a7a9ad8b87ba43b0ca38289502f60220d0d30fc
njs,0.5.3,debug,ppc64le,linux,njs-0.5.3-debug-ppc64le-linux,2021-04-02T14:52:12Z,5715144,sha1:6aaa59ef57367fc95071d1dd78c667373a9f345a,sha1-6aaa59ef57367fc95071d1dd78c667373a9f345a
njs,0.5.3,debug,x86_64,darwin,njs-0.5.3-debug-x86_64-darwin,2021-06-13T01:23:50Z,1450376,sha1:016ffba494fdee6c2bd35ff53ef52e4c5c697fc0,sha1-016ffba494fdee6c2bd35ff53ef52e4c5c697fc0
njs,0.5.3,debug,x86_64,linux,njs-0.5.3-debug-x86_64-linux,2021-04-02T14:52:13Z,5368768,sha1:277bcce4bc81a384b511341cdf520e37199f4ba8,sha1-277bcce4bc81a384b511341cdf520e37199f4ba8
njs,0.5.3,,ppc64le,linux,njs-0.5.3-ppc64le-linux,2021-04-02T14:52:13Z,1480120,sha1:0c441bc395ce4c21633a56010c38eaa66895de4c,sha1-0c441bc395ce4c21633a56010c38eaa66895de4c
njs,0.5.3,,x86_64,darwin,njs-0.5.3-x86_64-darwin,2021-06-13T01:23:50Z,1204728,sha1:f534f856acded06984521b808ea1b5bf3215dd77,sha1-f534f856acded06984521b808ea1b5bf3215dd77
njs,0.5.3,,x86_64,linux,njs-0.5.3-x86_64-linux,2021-04-02T14:52:13Z,1305136,sha1:5cf5c5781ab0f12cccb5775972ffa44e41d5d587,sha1-5cf5c5781ab0f12cccb5775972ffa44e41d5d587
njs,0.6.0,,aarch64,linux,njs-0.6.0-aarch64-linux,2021-06-15T17:01:10Z,1312432,sha1:9c36338aa3ce8baaf23c17ad53fd52a65d1a6a24,sha1-9c36338aa3ce8baaf23c17ad53fd52a65d1a6a24
njs,0.6.0,,armv7l,linux,njs-0.6.0-armv7l-linux,2021-06-15T17:01:10Z,934148,sha1:48f54a18a21031324ac0cf68711602ce0c17db5b,sha1-48f54a18a21031324ac0cf68711602ce0c17db5b
njs,0.6.0,debug,aarch64,linux,njs-0.6.0-debug-aarch64-linux,2021-06-15T17:01:10Z,5795528,sha1:ade6f4119d2e094d32fa44f4c9c2000f676756a2,sha1-ade6f4119d2e094d32fa44f4c9c2000f676756a2
njs,0.6.0,debug,armv7l,linux,njs-0.6.0-debug-armv7l-linux,2021-06-15T17:01:10Z,4737260,sha1:ff2b2b54048cedb5f637c45907e91a69f9c5fc90,sha1-ff2b2b54048cedb5f637c45907e91a69f9c5fc90
njs,0.6.0,debug,ppc64le,linux,njs-0.6.0-debug-ppc64le-linux,2021-06-15T17:01:11Z,5917392,sha1:79fbaea9fecfe737c7e16534ffe75da3f76521d4,sha1-79fbaea9fecfe737c7e16534ffe75da3f76521d4
njs,0.6.0,debug,x86_64,darwin,njs-0.6.0-debug-x86_64-darwin,2021-06-27T01:01:50Z,1470384,sha1:acaa3bf225494fcd674950b9460d156749522ece,sha1-acaa3bf225494fcd674950b9460d156749522ece
njs,0.6.0,debug,x86_64,linux,njs-0.6.0-debug-x86_64-linux,2021-06-15T17:01:11Z,5597336,sha1:2cc4abcca40a20f99d0cd588d11fc7b6590b112a,sha1-2cc4abcca40a20f99d0cd588d11fc7b6590b112a
njs,0.6.0,,ppc64le,linux,njs-0.6.0-ppc64le-linux,2021-06-15T17:01:11Z,1480816,sha1:af7191dcd360a528f0f6b74a7958d98bb66154b9,sha1-af7191dcd360a528f0f6b74a7958d98bb66154b9
njs,0.6.0,,x86_64,darwin,njs-0.6.0-x86_64-darwin,2021-06-27T01:01:50Z,1221152,sha1:38247334d406128803f05f8ab6c1101cd90822e8,sha1-38247334d406128803f05f8ab6c1101cd90822e8
njs,0.6.0,,x86_64,linux,njs-0.6.0-x86_64-linux,2021-06-15T17:01:11Z,1318288,sha1:95cb651b7a165fbbdd3c109d72dbc38ba5285fb7,sha1-95cb651b7a165fbbdd3c109d72dbc38ba5285fb7
njs,0.6.1,,aarch64,linux,njs-0.6.1-aarch64-linux,2021-07-04T01:24:13Z,1312464,sha1:bd71a602167c65982fb90a22536f2f0a22c63212,sha1-bd71a602167c65982fb90a22536f2f0a22c63212
njs,0.6.1,,armv7l,linux,njs-0.6.1-armv7l-linux,2021-07-04T01:24:14Z,934164,sha1:ef1eac87695062765db78f01c724319493aa9541,sha1-ef1eac87695062765db78f01c724319493aa9541
njs,0.6.1,debug,aarch64,linux,njs-0.6.1-debug-aarch64-linux,2021-07-04T01:24:14Z,5797944,sha1:1a1da7218600a46c839369cee907537e4f600e09,sha1-1a1da7218600a46c839369cee907537e4f600e09
njs,0.6.1,debug,armv7l,linux,njs-0.6.1-debug-armv7l-linux,2021-07-04T01:24:14Z,4739548,sha1:525eef6e278f34fc5e758656a6ad9dbff2c92cac,sha1-525eef6e278f34fc5e758656a6ad9dbff2c92cac
njs,0.6.1,debug,ppc64le,linux,njs-0.6.1-debug-ppc64le-linux,2021-07-04T01:24:15Z,5919840,sha1:492c6489510cb19cb5bb2ae5d15705af4941a905,sha1-492c6489510cb19cb5bb2ae5d15705af4941a905
njs,0.6.1,debug,x86_64,darwin,njs-0.6.1-debug-x86_64-darwin,2021-08-01T01:28:19Z,1470544,sha1:107f3137c497c21cf411e6e400a3ec3bcb091c79,sha1-107f3137c497c21cf411e6e400a3ec3bcb091c79
njs,0.6.1,debug,x86_64,linux,njs-0.6.1-debug-x86_64-linux,2021-07-04T01:24:16Z,5599816,sha1:e8da1eb9d580d4d46cb69f98b121915cdced3e63,sha1-e8da1eb9d580d4d46cb69f98b121915cdced3e63
njs,0.6.1,,ppc64le,linux,njs-0.6.1-ppc64le-linux,2021-07-04T01:24:16Z,1480848,sha1:6dcc9b1ca89b85047022bce410a174bfc25cc11e,sha1-6dcc9b1ca89b85047022bce410a174bfc25cc11e
njs,0.6.1,,x86_64,darwin,njs-0.6.1-x86_64-darwin,2021-07-25T01:25:00Z,1221200,sha1:9cbc59996cbf796c5814ad0d539c7941df568bc2,sha1-9cbc59996cbf796c5814ad0d539c7941df568bc2
njs,0.6.1,,x86_64,linux,njs-0.6.1-x86_64-linux,2021-07-04T01:24:17Z,1318320,sha1:16540f401d8ef4292f5b997e80bb461568cf0a39,sha1-16540f401d8ef4292f5b997e80bb461568cf0a39
njs,0.6.2,,aarch64,linux,njs-0.6.2-aarch64-linux,2021-09-01T00:26:32Z,1329032,sha1:71de1bdff3d1c5282a7cd5e45353942ffb3b2a2f,sha1-71de1bdff3d1c5282a7cd5e45353942ffb3b2a2f
njs,0.6.2,,armv7l,linux,njs-0.6.2-armv7l-linux,2021-09-01T00:26:32Z,946556,sha1:123594f1509fd585d877fa91b5d60066bac43f6f,sha1-123594f1509fd585d877fa91b5d60066bac43f6f
njs,0.6.2,debug,aarch64,linux,njs-0.6.2-debug-aarch64-linux,2021-09-01T00:26:32Z,5939192,sha1:43b978428537c9ec8bd5d4e778e28acdc45bad70,sha1-43b978428537c9ec8bd5d4e778e28acdc45bad70
njs,0.6.2,debug,armv7l,linux,njs-0.6.2-debug-armv7l-linux,2021-09-01T00:26:32Z,4847064,sha1:930fb899a06cf2838cb174183644b167bd2ecb13,sha1-930fb899a06cf2838cb174183644b167bd2ecb13
njs,0.6.2,debug,ppc64le,linux,njs-0.6.2-debug-ppc64le-linux,2021-09-01T00:26:33Z,6043048,sha1:bf01fd7b232d8e026c59b06151eca37509bf07ea,sha1-bf01fd7b232d8e026c59b06151eca37509bf07ea
njs,0.6.2,debug,x86_64,darwin,njs-0.6.2-debug-x86_64-darwin,2021-10-17T01:29:10Z,1500816,sha1:dc3c9e87f97e6b006af5ad41bdf4de4482738d02,sha1-dc3c9e87f97e6b006af5ad41bdf4de4482738d02
njs,0.6.2,debug,x86_64,linux,njs-0.6.2-debug-x86_64-linux,2021-09-01T00:26:33Z,5746520,sha1:44b5d3bf9e0a2e9c285eca4ef8b45629d5d39b65,sha1-44b5d3bf9e0a2e9c285eca4ef8b45629d5d39b65
njs,0.6.2,,ppc64le,linux,njs-0.6.2-ppc64le-linux,2021-09-01T00:26:33Z,1481048,sha1:195b5ea414dc01eb7d18b07337fa7210faac813a,sha1-195b5ea414dc01eb7d18b07337fa7210faac813a
njs,0.6.2,,x86_64,darwin,njs-0.6.2-x86_64-darwin,2021-10-17T01:29:11Z,1221728,sha1:9258a179b6ba3b393532df5da3d628f66e9828e1,sha1-9258a179b6ba3b393532df5da3d628f66e9828e1
njs,0.6.2,,x86_64,linux,njs-0.6.2-x86_64-linux,2021-09-01T00:26:33Z,1339056,sha1:10b4ed69abdd658a4021a61da2dfcb90542e1d5e,sha1-10b4ed69abdd658a4021a61da2dfcb90542e1d5e
njs,0.7.0,,aarch64,linux,njs-0.7.0-aarch64-linux,2021-10-21T01:18:57Z,2945560,sha1:451ca17f5b7d4dbda83002bc1cacaa5cc338d205,sha1-451ca17f5b7d4dbda83002bc1cacaa5cc338d205
njs,0.7.0,,armv7l,linux,njs-0.7.0-armv7l-linux,2021-10-21T01:18:57Z,2115576,sha1:0e7940e9edd240c075895f80e981ac899bd00b19,sha1-0e7940e9edd240c075895f80e981ac899bd00b19
njs,0.7.0,debug,aarch64,linux,njs-0.7.0-debug-aarch64-linux,2021-10-21T01:18:58Z,14176320,sha1:73a05885dbe3c554ca037af02b5e34b284dc5a08,sha1-73a05885dbe3c554ca037af02b5e34b284dc5a08
njs,0.7.0,debug,armv7l,linux,njs-0.7.0-debug-armv7l-linux,2021-10-21T01:18:58Z,11423604,sha1:7ccd6e6df3715e7c4c495cc6311775112bc41455,sha1-7ccd6e6df3715e7c4c495cc6311775112bc41455
njs,0.7.0,debug,ppc64le,linux,njs-0.7.0-debug-ppc64le-linux,2021-10-21T01:18:58Z,14023344,sha1:1a1c9b6af09915693443dc1167e672f8af5300cf,sha1-1a1c9b6af09915693443dc1167e672f8af5300cf
njs,0.7.0,debug,x86_64,darwin,njs-0.7.0-debug-x86_64-darwin,2021-12-28T11:01:56Z,4727120,sha1:cb618906ddded78c99ace6041a03d8a86e789853,sha1-cb618906ddded78c99ace6041a03d8a86e789853
